LEVEL1_FK	LEVEL2_FK	DESCRIPT	DESCRIPT2	MODELNUM	INVNUM
8001	2701001	HAND GUN	REVOLVER FIREARM TAURUS 605, #B024425, .357, REVOLVER; HAND GUN	605	G-235646-1
12001	2336001	LADIES HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 2.10 Grams; LADIES HOOP EARRINGS		33013-1
10001	2284001	SERVING SETTING	SERVING TRAY HOUSEHOLD TOWLE; SERVING SETTING		235566-1
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 12.60 Grams; NECKLACE		I-906
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 925, 47.00 Grams; NECKLACE		I-635
9001	3137001	CONTROLLER	CONSOLE GAMES SONY CUCH-1115A, #mb459521217; CONTROLLER	CUCH-1115A	235771-2
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 14KT, 4.60 Grams; BRACELET		I-752
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 5.00 Grams; LADIES RING W/STONES		32214-1
8001	2225001	MAVERICK 88 12GA SHOTGUN	SHOTGUN FIREARM MAVERICK 88, #MV69093 T, 12 GAUGE, PUMP; MAVERICK 88 12GA SHOTGUN	88	G-32142-1
12001	2333001	LADIES BRACELET W/STONES	BRACELET JEWELRY NONE, 925, 17.60 Grams; LADIES BRACELET W/STONES		133915-1
12001	2339001	LADIES RING BAND	RING JEWELRY A, 14KT, 4.30 Grams; LADIES RING BAND		32355-1
20001	2568001	VICE GRIPS	PLIERS TOOLS-HAND IRWIN 7T; VICE GRIPS	7T	31325-3
12001	2336001	LADIES EARRINGS W/STONES	EARRINGS JEWELRY NONE, 14KT, 13.10 Grams; LADIES EARRINGS W/STONES		134011-1
19001	2888001	AIR COMPRESSOR                                                                                                                                                                                         	COMPRESSOR TOOLS-AIR BRIGGS & STRATTON 0100441, #NONE; AIR COMPRESSOR	100441	134546-3
12001	2336001	LADIES EARRINGS	EARRINGS JEWELRY NONE, 10KT, 2.40 Grams; LADIES EARRINGS		134110-4
20001	3864001	WIRE CRIMPERS	CRIMPER TOOLS-HAND AMP; WIRE CRIMPERS		235677-1
20001	2530001	A/C GAGE SET	AC GAUGES TOOLS-HAND YELLOW JACKET; A/C GAGE SET		134469-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 6.00 Grams; LADIES RING W/STONES		I-779
12001	2339001	MANS RING BAND	RING JEWELRY NONE, 10KT, 3.40 Grams; MANS RING BAND		31495-1
12001	2338001	COIN CHARM	PENDANT/CHARM JEWELRY NONE, 24KT, 9.70 Grams; COIN CHARM		I-856
12001	2339001	MANS LION RING	RING JEWELRY NONE, 14KT, 5.20 Grams; MANS LION RING		235696-2
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 8.90 Grams; MANS RING W/DIAMONDS		I-271
12001	2339001	MANS RING W/DIAMOND	RING JEWELRY NONE, 14KT, 7.20 Grams; MANS RING W/DIAMOND		I-165
12001	2339001	RING BAND	RING JEWELRY NONE, 14KT, 7.00 Grams; RING BAND		234974-3
19001	2524001	NAILER	NAILER TOOLS-AIR MAXUSA NF235A, #NONE; NAILER	NF235A	134037-8
12001	2338001	COIN CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 39.10 Grams; COIN CHARM		134775-2
13001	3520001	WEED EATER	WEED EATER LAWN & GARDEN TROY-BILT p41cdf6pc766, #s1e187dd1801; WEED EATER	p41cdf6pc766	33715-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY CJC, 14KT, 3.10 Grams; LADIES RING W/STONES		31539-1
12001	2338001	CROSS CHARM W/DIAMONDS	PENDANT/CHARM JEWELRY NONE, 14KT, 3.00 Grams; CROSS CHARM W/DIAMONDS		32543-3
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 3.20 Grams; LADIES RING W/DIAMONDS		31030-1
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY STARGALE, 14KT, 5.70 Grams; MANS RING W/DIAMONDS		235568-1
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM SMITH & WESSON M&P 45 SHIELD, #HDB5407, .45 CALIBER, SEMI-AUTOMATIC; HANDGUN 1 MAG	M&P 45 SHIELD	G-134727-2
12001	2339001	LADIES RING BAND	RING JEWELRY NONE, 18KT, 5.20 Grams; LADIES RING BAND		31644-3
21001	2680001	CORDED DRYWALL GUN	SCREWGUN TOOLS-POWER HILTI SD 4500, #2408200195973CH; CORDED DRYWALL GUN	SD 4500	31144-3
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 18KT, 11.30 Grams; BRACELET		33783-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 2.80 Grams; LADIES RING W/DIAMONDS		I-355
8001	2223001	HANDGUN IN BOX 3 MAG HOLSTER	PISTOL FIREARM TAURUS PT111 G2C, #TLR92521, 9 MM, SEMI-AUTOMATIC; HANDGUN IN BOX 3 MAG HOLSTER	PT111 G2C	G-235089-1
12001	2333001	MANS BRACELET	BRACELET JEWELRY NONE, 14KT, 13.00 Grams; MANS BRACELET		235333-5
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 18KT, 4.00 Grams; LADIES RING W/STONE		I-247
12001	2339001	MANS RING	RING JEWELRY MA, 14KT, 15.60 Grams; MANS RING		I-277
21001	3486001	SHOP VAC	VACUUME TOOLS-POWER RIDGID TOOL NONE; SHOP VAC	NONE	134128-1
12001	2339001	MANS RING W/STONE	RING JEWELRY NONE, 18KT, 6.20 Grams; MANS RING W/STONE		I-264
8001	2225001	BERETTA A300 12GA SHOTGUN UNFIRED IN BOX	SHOTGUN FIREARM BERETTA A300 OUTLANDER, #SU001949, 12 GAUGE, PUMP; BERETTA A300 12GA SHOTGUN UNFIRED IN BOX	A300 OUTLANDER	G-235564-1
8001	2223001	HANDGUN IN CASE	PISTOL FIREARM SMITH & WESSON BODYGUARD 380, #EBS3693, 380, SEMI-AUTOMATIC; HANDGUN IN CASE	BODYGUARD 380	G-33286-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY J.J., 10KT, 2.80 Grams; LADIES RING W/DIAMONDS		I-540
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM RUGER LC9S, #451-99887, 9 MM, SEMI-AUTOMATIC; HANDGUN 1 MAG	LC9S	G-235458-1
12001	2338001	CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 1.40 Grams; CHARM		I-938
12001	2338001	CROSS CHARM W/DIAMONDS	PENDANT/CHARM JEWELRY NONE, 14KT, 0.80 Grams; CROSS CHARM W/DIAMONDS		I-901
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 18KT, 4.60 Grams; LADIES RING W/STONES		I-384
12001	2337001	NECKLACE	NECKLACE JEWELRY BOGO, 14KT, 17.10 Grams; NECKLACE		I-370
12001	2338001	GRAMMA CHARM	PENDANT/CHARM JEWELRY CAL, 10KT, 1.10 Grams; GRAMMA CHARM		235666-1
12001	2339001	RING BAND W/DIAMONDS	RING JEWELRY NONE, 14KT, 5.60 Grams; RING BAND W/DIAMONDS		I-805
12001	2339001	RING BAND	RING JEWELRY NONE, 14KT, 8.00 Grams; RING BAND		I-790
8001	2223001	HAND GUN	PISTOL FIREARM ROSSI M971, #F 006640, .38 CALIBER, REVOLVER; HAND GUN	M971	G-33342-1
12001	2339001	CHARM EARRING SET W/DIAMONDS	RING JEWELRY NONE, 14KT, 10.40 Grams; CHARM EARRING SET W/DIAMONDS		235494-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 925, 2.80 Grams; LADIES RING W/STONES		I-640
12001	2338001	LADIES CHARM	PENDANT/CHARM JEWELRY PANDORA, 925, 3.40 Grams; LADIES CHARM		I-598
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 925, 3.20 Grams; LADIES RING W/STONES		33632-8
12001	2339001	MANS RING W/STONES	RING JEWELRY NONE, 10KT, 4.00 Grams; MANS RING W/STONES		I-224
12001	2339001	MANS RING BAND	RING JEWELRY NONE, 18KT, 7.70 Grams; MANS RING BAND		134632-1
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 4.40 Grams; MANS RING W/DIAMONDS		I-138
21001	3299001	SERVICE CONDUCTOR TESTER IN YELLOW CASE	TESTER TOOLS-POWER SUPER BEAST HJA-469-S, #NONE; SERVICE CONDUCTOR TESTER IN YELLOW CASE	HJA-469-S	31758-1
8001	2223001	GLOCK 21 GEN 3 HANDGUN WITH CASE	PISTOL FIREARM GLOCK 21, #BBSU474, .45 CALIBER, SEMI-AUTOMATIC; GLOCK 21 GEN 3 HANDGUN WITH CASE	21	G-32665-1
12001	2339001	RING BAND	RING JEWELRY NONE, 14KT, 4.10 Grams; RING BAND		235371-7
12001	2338001	PANDORA CHARM	PENDANT/CHARM JEWELRY PANDORA, 925, 2.50 Grams; PANDORA CHARM		I-569
12001	2339001	LADIES RING W/STONES	RING JEWELRY ED, 18KT, 6.00 Grams; LADIES RING W/STONES		I-378
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 8.50 Grams; LADIES RING W/DIAMONDS		I-340
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 2.30 Grams; LADIES RING W/STONES		I-205
12001	2339001	MANS RING W/STONE	RING JEWELRY NONE, 14KT, 8.70 Grams; MANS RING W/STONE		I-936
20001	2585001	SOCKET SET                                                                                                                                                                                             	SOCKET TOOLS-HAND MATCO SPK5; SOCKET SET	SPK5	33248-1
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 10KT, 6.90 Grams; BRACELET		I-726
8001	2224001	RIFLE 1 MAG	RIFLE FIREARM E3 OMEGA-15, #A10857, 5.56 MM, SEMI-AUTOMATIC; RIFLE 1 MAG	OMEGA-15	G-33800-1
12001	2336001	HOOP EARRINGS	EARRINGS JEWELRY ABAR, 14KT, 3.70 Grams; HOOP EARRINGS		32929-1
21001	3468001	PORTABLE TILE SAW	TILE SAW TOOLS-POWER RYOBI WS722, #em1613 029261; PORTABLE TILE SAW	WS722	33538-1
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 14KT, 3.90 Grams; BRACELET		I-749
12001	2339001	LADIES RING W/STONES	RING JEWELRY F, 14KT, 4.60 Grams; LADIES RING W/STONES		235371-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY, 14KT, 3.20 Grams; LADIES RING W/DIAMONDS		I-44
12001	2339001	LADIES RING	RING JEWELRY K, 14KT, 4.60 Grams; LADIES RING		I-530
21001	2671001	JIG SAW IN CASE	JIG SAW TOOLS-POWER MILWAUKEE 6288-21, #A64A706070459; JIG SAW IN CASE	6288-21	32955-3
12001	2339001	MANS RING W/STONES	RING JEWELRY NONE, 14KT, 14.60 Grams; MANS RING W/STONES		I-275
12001	2339001	MANS RING W/STONES	RING JEWELRY NONE, 14KT, 9.40 Grams; MANS RING W/STONES		I-262
21001	3299001	TESTER	TESTER TOOLS-POWER KLEIN MM300; TESTER	MM300	234937-1
21001	2671001	JIG SAW IN CASE	JIG SAW TOOLS-POWER CRAFTSMAN 315.172110, #A4274; JIG SAW IN CASE	315.17211	134359-1
20001	2585001	46PC SOCKET SET IN CASE	SOCKET TOOLS-HAND BLUE POINT BLPGSS3849; 46PC SOCKET SET IN CASE	BLPGSS3849	32016-1
12001	2336001	HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 6.10 Grams; HOOP EARRINGS		235400-4
12001	2339001	MANS RING W/STONE	RING JEWELRY NONE, 14KT, 5.10 Grams; MANS RING W/STONE		I-631
12001	2339001	LADIES RING W/STONES	RING JEWELRY STS, 14KT, 5.00 Grams; LADIES RING W/STONES		31455-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, PLAT, 6.20 Grams; LADIES RING W/DIAMONDS		31023-1
12001	2339001	MANS RING	RING JEWELRY NONE, 14KT, 5.10 Grams; MANS RING		I-306
12001	2337001	NECKLACE	NECKLACE JEWELRY VB, 10KT, 13.30 Grams; NECKLACE		31831-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY LA, 14KT, 4.60 Grams; LADIES RING W/DIAMONDS		134252-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 11.30 Grams; LADIES RING W/STONE		I-179
12001	2339001	MANS RING W/DIAMOND	RING JEWELRY NONE, 10KT, 5.40 Grams; MANS RING W/DIAMOND		33344-8
8001	2225001	SHOTGUN	SHOTGUN FIREARM STEVENS 320, #130796M, 12 GAUGE, PUMP; SHOTGUN	320	G-33537-1
19001	2527001	1/8 RATCHET                                                                                                                                                                                            "	RATCHET TOOLS-AIR SNAP-ON FAR25; 1/8 RATCHET"	FAR25	235350-2
9001	3137001	PS4 CONSOLE 1TB SLIM 1 CONTROLLER	CONSOLE GAMES SONY CUH-2115B, #MD6578195; PS4 CONSOLE 1TB SLIM 1 CONTROLLER	CUH-2115B	235417-1
12001	2333001	LADIES BRACELET W/DIAMONDS	BRACELET JEWELRY NONE, 14KT, 8.00 Grams; LADIES BRACELET W/DIAMONDS		33430-4
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 5.50 Grams; LADIES RING W/DIAMONDS		I-869
8001	2224001	RIFLE	RIFLE FIREARM ANDERSON MANUFACTURI AM-15, #66346F13, 5.56 MM, SEMI-AUTOMATIC; RIFLE	AM-15	G-134066-5
12001	2339001	SNAKE RING	RING JEWELRY NONE, 14KT, 5.10 Grams; SNAKE RING		133973-2
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE NDI, 10KT, 4.00 Grams; MANS RING W/DIAMONDS	NDI	32031-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 4.60 Grams; LADIES RING W/DIAMONDS		I-830
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 2.80 Grams; LADIES RING W/DIAMONDS		134701-1
21001	2630001	CAR BUFFER                                                                                                                                                                                             	BUFFER TOOLS-POWER CHAMBERLAIN WAXMASTER 900; CAR BUFFER	WAXMASTER 900	134525-2
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 3.90 Grams; LADIES RING		235601-3
12001	2339001	LADIES RING	RING JEWELRY NONE, 10KT, 1.20 Grams; LADIES RING		I-827
12001	2338001	FOOTBALL CHARM NAS CAPEMAY 1943	PENDANT/CHARM JEWELRY NONE, 10KT, 3.40 Grams; FOOTBALL CHARM NAS CAPEMAY 1943		30666-1
12001	2337001	LADIES NECKLACE W/CHARM DIAMONDS	NECKLACE JEWELRY NONE, 14KT, 2.10 Grams; LADIES NECKLACE W/CHARM DIAMONDS		235735-2
12001	2339001	MANS RING BAND	RING JEWELRY FA, 14KT, 3.00 Grams; MANS RING BAND		I-624
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 2.50 Grams; LADIES RING W/DIAMONDS		30418-1
20001	2585001	42 PC SOCKET SET	SOCKET TOOLS-HAND CRAFTSMAN 934845; 42 PC SOCKET SET	934845	134368-3
12001	2333001	LADIES BRACELET	BRACELET JEWELRY NONE, 14KT, 22.20 Grams; LADIES BRACELET		I-891
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 3.40 Grams; LADIES RING W/STONES		134639-5
19001	2523001	AIR IMPACT	IMPACT WRENCH TOOLS-AIR CRAFTSMAN 951115, #16B02367; AIR IMPACT	951115	33716-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 4.60 Grams; LADIES RING W/DIAMONDS		I-864
12001	2339001	LADIES RING W/STONES	RING JEWELRY STS, 14KT, 3.60 Grams; LADIES RING W/STONES		32779-1
19001	2524001	ROOFING NAIL GUN	NAILER TOOLS-AIR MAKITA AN454, #2018022268E; ROOFING NAIL GUN	AN454	134657-1
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 15.80 Grams; NECKLACE		I-904
12001	2339001	LADIES RING W/DIAMOND	RING JEWELRY NONE, 14KT, 2.00 Grams; LADIES RING W/DIAMOND		I-898
12001	2338001	WORLD CHARM	PENDANT/CHARM JEWELRY OR, 14KT, 1.90 Grams; WORLD CHARM		235728-1
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY AR, 18KT, 7.80 Grams; LADIES NECKLACE		32372-1
12001	2337001	LADIES RING	NECKLACE JEWELRY NONE, 925, 34.30 Grams; LADIES RING		I-642
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY NONE, 14KT, 6.70 Grams; LADIES NECKLACE		134662-2
12001	2338001	SLIDE CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 9.60 Grams; SLIDE CHARM		I-648
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY LLJ, 14KT, 2.00 Grams; LADIES RING W/DIAMONDS		33670-1
20001	3269001	WORK LIGHT	LIGHT TOOLS-HAND BAYCO; WORK LIGHT		31613-4
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY CTO, 14KT, 5.00 Grams; LADIES RING W/DIAMONDS		32347-1
12001	2339001	MANS RING BAND	RING JEWELRY NONE, 14KT, 9.00 Grams; MANS RING BAND		I-610
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 7.60 Grams; LADIES RING W/DIAMONDS		I-430
12001	2333001	LADIES BRACELET	BRACELET JEWELRY A, 14KT, 6.20 Grams; LADIES BRACELET		134296-1
12001	2339001	LADIES RING                                                                                                                                                                                            	RING JEWELRY NONE, 14KT, 3.60 Grams; LADIES RING		134719-12
12001	2339001	RING	RING JEWELRY NONE, 14KT, 2.60 Grams; RING		I-797
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 3.10 Grams; LADIES RING W/STONE		I-428
8001	2223001	GUN 1 MAG W/BOX	PISTOL FIREARM SMITH & WESSON M&P 9 SHIELD, #HLV5187, 9 MM, SINGLE-SHOT; GUN 1 MAG W/BOX	M&P 9 SHIELD	G-134714-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 6.10 Grams; LADIES RING W/STONES		I-324
12001	2338001	LADIES HEART CHARM W/DIAMONDS	PENDANT/CHARM JEWELRY NONE, 14KT, 2.60 Grams; LADIES HEART CHARM W/DIAMONDS		31844-3
12001	2339001	RING W/DIAMOND	RING JEWELRY NONE, 10KT, 6.00 Grams; RING W/DIAMOND		I-885
21001	3694001	ROTO ZIP IN CASE	ROTO ZIP TOOLS-POWER DREMEL 4200, #NONE; ROTO ZIP IN CASE	4200	134106-1
8001	2224001	RIFLE 1 MAG	RIFLE FIREARM SMITH & WESSON M&P-15, #SW 91548, 5.56 MM, SEMI-AUTOMATIC; RIFLE 1 MAG	M&P-15	G-134774-2
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM GLOCK 42, #AATR390, 380, SEMI-AUTOMATIC; HANDGUN 1 MAG	42	G-134054-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 3.60 Grams; LADIES RING W/STONES		I-801
21001	2634001	CAR CHARGER	CHARGER TOOLS-POWER SCHMUACHER SC1283; CAR CHARGER	SC1283	134555-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 9.80 Grams; LADIES RING W/DIAMONDS		I-319
12001	2339001	RING	RING JEWELRY NONE, 14KT, 5.40 Grams; RING		I-795
10001	3779001	POWER INVERTER	INVERTER HOUSEHOLD SCHUMACHER SL1000, #940261347p180206819; POWER INVERTER	SL1000	134546-1
8001	2225001	MOSSBERG 500E 410GA SHOTGUN	SHOTGUN FIREARM MOSSBERG 500E, #R801316, 410 GAUGE, PUMP; MOSSBERG 500E 410GA SHOTGUN	500E	G-33709-1
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 10KT, 11.80 Grams; BRACELET		I-725
8001	2223001	HANDGUN 2 MAGS CASE	PISTOL FIREARM RUGER SR40C, #343-09646, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN 2 MAGS CASE	SR40C	G-235402-1
8001	2224001	RIFLE  MANUFACTURED 1901	RIFLE FIREARM WINCHESTER 1894, #211329, 30-30, LEVER; RIFLE  MANUFACTURED 1901	1894	G-31297-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY KG, 14KT, 3.80 Grams; LADIES RING W/STONES		I-552
12001	2339001	LADIES RING	RING JEWELRY MA, 10KT, 1.60 Grams; LADIES RING		I-532
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 12.10 Grams; NECKLACE		I-128
12001	2339001	LADIES RING W/DIAMOND 1 CT	RING JEWELRY NONE, 14KT, 1.90 Grams; LADIES RING W/DIAMOND 1 CT		I-119
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY MA, 14KT, 6.90 Grams; LADIES NECKLACE		134435-1
20001	2530001	A/C GAGE SET	AC GAUGES TOOLS-HAND YELLOW JACKET; A/C GAGE SET		134544-1
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM WALTHER PPK, #A051485, 380, SEMI-AUTOMATIC; HANDGUN 1 MAG	PPK	G-134575-1
21001	2662001	EVACUATION A/C PUMP	PUMP TOOLS-POWER DAYTON 2VKY5A; EVACUATION A/C PUMP	2VKY5A	33102-1
20001	2620001	13PC COMBO WRENCH SET IN CASE ONE MISSING	WRENCH TOOLS-HAND CRAFTSMAN; 13PC COMBO WRENCH SET IN CASE ONE MISSING		32955-2
12001	2339001	MANS RING WITH DIAMONDS	RING JEWELRY C, 18KT, 13.70 Grams; MANS RING WITH DIAMONDS		I-261
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 12.90 Grams; NECKLACE		I-513
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 18KT, 42.80 Grams; BRACELET		I-814
8001	2223001	HANDGUN 1 MAG	PISTOL FIREARM SMITH & WESSON M&P40, #HUC3246, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN 1 MAG	M&P40	G-33296-1
12001	2336001	HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 3.80 Grams; HOOP EARRINGS		134230-1
8001	2224001	RIFLE 1 MAG	RIFLE FIREARM MOSSBERG 715T, #LF341584, .22 CALIBER, SEMI-AUTOMATIC; RIFLE 1 MAG	715T	G-134540-3
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 10KT, 2.80 Grams; LADIES RING W/DIAMONDS		I-826
12001	2336001	HOOP EARRING	EARRINGS JEWELRY NONE, 10KT, 2.80 Grams; HOOP EARRING		33761-6
8001	2225001	MAVERICK 88 12GA SHOTGUN	SHOTGUN FIREARM MAVERICK 88, #NV66375V, 12 GAUGE, PUMP; MAVERICK 88 12GA SHOTGUN	88	G-33814-1
20001	2620001	19 PC SOCKET SET IN CASE	WRENCH TOOLS-HAND KOBALT; 19 PC SOCKET SET IN CASE		33536-1
21001	2630001	BUFFER	BUFFER TOOLS-POWER CRAFTSMAN 910703; BUFFER	910703	134329-3
12001	2338001	FISH CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 2.60 Grams; FISH CHARM		30421-5
12001	2339001	MANS RING W/STONE	RING JEWELRY MA, 10KT, 8.10 Grams; MANS RING W/STONE		I-279
12001	2339001	LADIES RING	RING JEWELRY T, 14KT, 1.30 Grams; LADIES RING		33152-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY WGN, 14KT, 2.90 Grams; LADIES RING W/DIAMONDS		I-373
12001	2338001	COIN CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 12.30 Grams; COIN CHARM		235430-4
13001	3281001	800 WATT PORTABLE GENERATOR	GENERATOR LAWN & GARDEN STORM CAT 0800, #367661343; 800 WATT PORTABLE GENERATOR	800	30541-1
4001	2121001	50 DOLLAR AMERICAN BUFFALO	US COIN(S) COINS US COINS, #70019995; 50 DOLLAR AMERICAN BUFFALO		134377-4
21001	2666001	1/4 SHEET SANDER	SANDER TOOLS-POWER BOSCH 1297D, #691002304; 1/4 SHEET SANDER	1297D	32759-1
19001	3554001	28PS AIR TOOL SET	TOOL SET TOOLS-AIR KOBALT; 28PS AIR TOOL SET		33222-1
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY OTC, 14KT, 9.00 Grams; LADIES NECKLACE		I-363
12001	2333001	LADIES BRACELET W/DIAMONDS	BRACELET JEWELRY NONE, 14KT, 13.30 Grams; LADIES BRACELET W/DIAMONDS		I-339
12001	2338001	CLUSTER CHARM DIAMONDS	PENDANT/CHARM JEWELRY NONE, 14KT, 3.00 Grams; CLUSTER CHARM DIAMONDS		30414-2
8001	2223001	DIAMONDBACK DB15 7.62X39 HANDGUN 2 MAGS	PISTOL FIREARM DIAMONDBACK DB15, #DB1752198, 7.62 X 39, SEMI-AUTOMATIC; DIAMONDBACK DB15 7.62X39 HANDGUN 2 MAGS	DB15	G-235485-1
12001	2339001	LADIES RING  COIN 24K	RING JEWELRY NONE, 14KT, 9.10 Grams; LADIES RING  COIN 24K		I-297
8001	2223001	HAND GUN	PISTOL FIREARM RUGER MARK II, #217-15367, .22 CALIBER, SEMI-AUTOMATIC; HAND GUN	MARK II	G-234980-1
12001	2336001	LADIES HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 4.20 Grams; LADIES HOOP EARRINGS		234988-3
20001	2585001	22 PC SOCKET SET	SOCKET TOOLS-HAND AUTOCRAFT AC333; 22 PC SOCKET SET	AC333	31325-8
12001	2339001	RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 3.40 Grams; RING W/DIAMONDS		I-227
12001	2336001	HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 4.10 Grams; HOOP EARRINGS		235441-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 9.70 Grams; LADIES RING W/DIAMONDS		33569-9
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 3.50 Grams; LADIES RING W/STONES		I-877
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 15.10 Grams; NECKLACE		I-834
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 7.40 Grams; LADIES RING		I-145
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 4.30 Grams; LADIES RING W/DIAMONDS		235117-5
12001	2338001	CROSS CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 2.00 Grams; CROSS CHARM		32691-1
8001	2223001	HAND GUN 1 MAG	PISTOL FIREARM TAURUS PT24/7 PRO, #NAS 31490, .45 CALIBER, SEMI-AUTOMATIC; HAND GUN 1 MAG	PT24/7 PRO	G-134259-1
20001	2585001	7 PC SOCKET SET	SOCKET TOOLS-HAND SNAP-ON PAKTY409; 7 PC SOCKET SET	PAKTY409	134047-1
5001	2124001	GI JOE 1964	DOLL COLLECTIBLES HASBORO; GI JOE 1964		134561-1
12001	2339001	LADIES RING BAND	RING JEWELRY NONE, 14KT, 5.10 Grams; LADIES RING BAND		234988-4
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 5.20 Grams; LADIES RING W/STONES		I-245
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 3.20 Grams; LADIES RING W/STONES		134065-1
21001	2634001	CAR CHARGER	CHARGER TOOLS-POWER SCHMUACHER SC1281; CAR CHARGER	SC1281	134555-3
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 1.90 Grams; LADIES RING W/STONE		134196-10
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 5.80 Grams; LADIES RING W/DIAMONDS		133961-1
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY NONE, 18KT, 14.90 Grams; LADIES NECKLACE		I-527
